datetime,value
2026-02-23T00:03:58,0
2026-02-23T00:13:55,0
2026-02-23T00:23:52,0
2026-02-23T00:33:49,0
2026-02-23T00:43:46,0
2026-02-23T00:53:44,0
2026-02-23T01:03:41,0
2026-02-23T01:13:38,0
2026-02-23T01:23:35,0
2026-02-23T01:33:32,0
2026-02-23T01:43:29,0
2026-02-23T01:53:26,0
2026-02-23T02:03:23,0
2026-02-23T02:13:20,0
2026-02-23T02:23:17,0
2026-02-23T02:33:14,0
2026-02-23T02:43:11,0
2026-02-23T02:53:08,0
2026-02-23T03:03:05,0
2026-02-23T03:13:02,0
2026-02-23T03:22:59,0
2026-02-23T03:32:56,0
2026-02-23T03:42:53,0
2026-02-23T03:52:50,0
2026-02-23T04:02:47,0
2026-02-23T04:12:44,0
2026-02-23T04:22:41,0
2026-02-23T04:32:38,0
2026-02-23T04:42:35,0
2026-02-23T04:52:32,0
2026-02-23T05:02:29,0
2026-02-23T05:12:26,0
2026-02-23T05:22:23,0
2026-02-23T05:32:20,0
2026-02-23T05:42:17,0
2026-02-23T05:52:14,0
2026-02-23T06:02:11,0
2026-02-23T06:12:08,0
2026-02-23T06:22:05,0
2026-02-23T06:32:02,0
2026-02-23T06:41:59,0
2026-02-23T06:51:56,0
2026-02-23T07:01:53,0
2026-02-23T07:11:50,0
2026-02-23T07:21:47,0
2026-02-23T07:31:45,0
2026-02-23T07:41:42,0
2026-02-23T07:51:40,0
2026-02-23T08:01:37,0
2026-02-23T08:11:35,0
2026-02-23T08:21:32,45
2026-02-23T08:31:30,45
2026-02-23T08:41:28,0
2026-02-23T08:51:26,0
2026-02-23T09:01:23,0
2026-02-23T09:11:20,0
2026-02-23T09:21:18,0
2026-02-23T09:31:16,180
2026-02-23T09:41:13,180
2026-02-23T09:51:11,180
2026-02-23T10:01:08,135
2026-02-23T10:11:05,45
2026-02-23T10:21:03,180
2026-02-23T10:30:59,135
2026-02-23T10:40:57,180
2026-02-23T10:50:54,202.5
2026-02-23T11:00:51,180
2026-02-23T11:10:49,45
2026-02-23T11:20:45,225
2026-02-23T11:30:41,225
2026-02-23T11:40:40,180
2026-02-23T11:50:36,315
2026-02-23T12:00:33,270
2026-02-23T12:10:31,90
2026-02-23T12:20:26,0
2026-02-23T12:30:22,45
2026-02-23T12:40:19,135
2026-02-23T12:50:15,180
2026-02-23T13:00:13,180
2026-02-23T13:10:13,180
2026-02-23T13:20:08,135
2026-02-23T13:30:04,180
2026-02-23T13:40:03,180
2026-02-23T13:49:58,180
2026-02-23T13:59:54,180
2026-02-23T14:09:51,180
2026-02-23T14:19:47,180
2026-02-23T14:29:43,180
2026-02-23T14:39:40,180
2026-02-23T14:49:37,180
2026-02-23T14:59:33,180
2026-02-23T15:09:31,0
2026-02-23T15:19:29,0
