datetime,value
2026-02-23T00:04:50,0
2026-02-23T00:14:47,0
2026-02-23T00:24:44,0
2026-02-23T00:34:41,0
2026-02-23T00:44:38,0
2026-02-23T00:54:35,0
2026-02-23T01:04:32,0
2026-02-23T01:14:28,0
2026-02-23T01:24:26,0
2026-02-23T01:34:23,0
2026-02-23T01:44:19,0
2026-02-23T01:54:16,0
2026-02-23T02:04:13,0
2026-02-23T02:14:10,0
2026-02-23T02:24:07,0
2026-02-23T02:34:03,0
2026-02-23T02:44:00,0
2026-02-23T02:53:57,0
2026-02-23T03:03:54,0
2026-02-23T03:13:51,0
2026-02-23T03:23:48,0
2026-02-23T03:33:45,0
2026-02-23T03:43:42,0
2026-02-23T03:53:39,0
2026-02-23T04:03:35,0
2026-02-23T04:13:32,0
2026-02-23T04:23:29,0
2026-02-23T04:33:26,0
2026-02-23T04:43:24,0
2026-02-23T04:53:20,0
2026-02-23T05:03:18,0
2026-02-23T05:13:14,0
2026-02-23T05:23:12,0
2026-02-23T05:33:08,0
2026-02-23T05:43:05,0
2026-02-23T05:53:03,0
2026-02-23T06:02:59,0
2026-02-23T06:12:56,0
2026-02-23T06:22:53,0
2026-02-23T06:32:50,0
2026-02-23T06:42:47,0
2026-02-23T06:52:44,0
2026-02-23T07:02:41,0
2026-02-23T07:12:38,0
2026-02-23T07:22:36,0
2026-02-23T07:32:33,0
2026-02-23T07:42:30,0
2026-02-23T07:52:27,0
2026-02-23T08:02:25,0
2026-02-23T08:12:22,0
2026-02-23T08:22:19,0
2026-02-23T08:32:16,0
2026-02-23T08:42:13,0
2026-02-23T08:52:11,0
2026-02-23T09:02:08,0
2026-02-23T09:12:05,0
2026-02-23T09:22:03,0
2026-02-23T09:32:00,0
2026-02-23T09:41:58,0
2026-02-23T09:51:56,0
2026-02-23T10:01:53,0
2026-02-23T10:11:50,0
2026-02-23T10:21:47,0
2026-02-23T10:31:45,0
2026-02-23T10:41:42,0
2026-02-23T10:51:39,0
2026-02-23T11:01:37,0
2026-02-23T11:11:34,0
2026-02-23T11:21:30,0
2026-02-23T11:31:28,0
2026-02-23T11:41:25,0
2026-02-23T11:51:21,0
2026-02-23T12:01:18,0
2026-02-23T12:11:14,0
2026-02-23T12:21:11,0
2026-02-23T12:31:09,0
2026-02-23T12:41:06,0
2026-02-23T12:51:03,0
2026-02-23T13:01:00,0
2026-02-23T13:10:57,0
2026-02-23T13:20:55,0
2026-02-23T13:30:51,0
2026-02-23T13:40:49,0
2026-02-23T13:50:45,0
2026-02-23T14:00:42,0
2026-02-23T14:10:38,0
2026-02-23T14:20:35,0
2026-02-23T14:30:30,0
2026-02-23T14:40:31,0
2026-02-23T14:50:29,0
2026-02-23T15:00:25,0
2026-02-23T15:10:22,0
2026-02-23T15:20:19,0
