datetime,value
2026-02-23T00:06:59,90
2026-02-23T00:16:56,90
2026-02-23T00:26:53,90
2026-02-23T00:36:49,90
2026-02-23T00:46:46,90
2026-02-23T00:56:43,90
2026-02-23T01:06:40,90
2026-02-23T01:16:36,90
2026-02-23T01:26:33,90
2026-02-23T01:36:30,90
2026-02-23T01:46:27,90
2026-02-23T01:56:23,90
2026-02-23T02:06:20,90
2026-02-23T02:16:17,90
2026-02-23T02:26:13,90
2026-02-23T02:36:10,90
2026-02-23T02:46:07,90
2026-02-23T02:56:03,90
2026-02-23T03:06:00,90
2026-02-23T03:15:57,90
2026-02-23T03:25:54,90
2026-02-23T03:35:50,90
2026-02-23T03:45:47,90
2026-02-23T03:55:44,90
2026-02-23T04:05:41,90
2026-02-23T04:15:37,90
2026-02-23T04:25:34,90
2026-02-23T04:35:31,90
2026-02-23T04:45:28,90
2026-02-23T04:55:25,90
2026-02-23T05:05:22,90
2026-02-23T05:15:19,90
2026-02-23T05:25:16,90
2026-02-23T05:35:12,90
2026-02-23T05:45:09,90
2026-02-23T05:55:05,90
2026-02-23T06:05:02,90
2026-02-23T06:14:59,90
2026-02-23T06:24:56,90
2026-02-23T06:34:53,90
2026-02-23T06:44:49,90
2026-02-23T06:54:46,90
2026-02-23T07:04:43,90
2026-02-23T07:14:39,90
2026-02-23T07:24:36,90
2026-02-23T07:34:33,90
2026-02-23T07:44:29,90
2026-02-23T07:54:26,90
2026-02-23T08:04:23,90
2026-02-23T08:14:19,90
2026-02-23T08:24:16,90
2026-02-23T08:34:13,90
2026-02-23T08:44:10,90
2026-02-23T08:54:07,90
2026-02-23T09:04:04,90
2026-02-23T09:14:01,90
2026-02-23T09:23:58,90
2026-02-23T09:33:54,90
2026-02-23T09:43:51,90
2026-02-23T09:53:48,90
2026-02-23T10:03:45,90
2026-02-23T10:13:41,90
2026-02-23T10:23:38,90
2026-02-23T10:33:35,90
2026-02-23T10:43:32,90
2026-02-23T10:53:28,90
2026-02-23T11:03:25,90
2026-02-23T11:13:22,90
2026-02-23T11:23:19,90
2026-02-23T11:33:15,90
2026-02-23T11:43:12,90
2026-02-23T11:53:09,90
2026-02-23T12:03:05,90
2026-02-23T12:13:02,90
2026-02-23T12:22:58,90
2026-02-23T12:32:53,90
2026-02-23T12:42:50,90
2026-02-23T12:52:46,90
2026-02-23T13:02:43,90
2026-02-23T13:12:40,90
2026-02-23T13:22:37,90
2026-02-23T13:32:33,90
2026-02-23T13:42:30,90
2026-02-23T13:52:27,90
2026-02-23T14:02:24,90
2026-02-23T14:12:20,90
2026-02-23T14:22:17,90
2026-02-23T14:32:14,90
2026-02-23T14:42:11,90
2026-02-23T14:52:07,90
2026-02-23T15:02:04,90
2026-02-23T15:12:01,90
2026-02-23T15:21:58,0
