datetime,value
2026-02-23T00:09:40,0
2026-02-23T00:19:37,0
2026-02-23T00:29:34,0
2026-02-23T00:39:31,0
2026-02-23T00:49:28,0
2026-02-23T00:59:25,0
2026-02-23T01:09:22,0
2026-02-23T01:19:19,0
2026-02-23T01:29:16,0
2026-02-23T01:39:13,0
2026-02-23T01:49:10,0
2026-02-23T01:59:07,0
2026-02-23T02:09:03,0
2026-02-23T02:19:00,0
2026-02-23T02:28:57,0
2026-02-23T02:38:54,0
2026-02-23T02:48:51,0
2026-02-23T02:58:49,0
2026-02-23T03:08:46,0
2026-02-23T03:18:44,0
2026-02-23T03:28:41,0
2026-02-23T03:38:37,0
2026-02-23T03:48:34,0
2026-02-23T03:58:31,0
2026-02-23T04:08:28,0
2026-02-23T04:18:25,0
2026-02-23T04:28:22,0
2026-02-23T04:38:19,0
2026-02-23T04:48:16,0
2026-02-23T04:58:13,0
2026-02-23T05:08:10,0
2026-02-23T05:18:07,0
2026-02-23T05:28:03,0
2026-02-23T05:38:00,0
2026-02-23T05:47:57,0
2026-02-23T05:57:55,0
2026-02-23T06:07:51,0
2026-02-23T06:17:48,0
2026-02-23T06:27:45,0
2026-02-23T06:37:42,0
2026-02-23T06:47:39,0
2026-02-23T06:57:37,0
2026-02-23T07:07:34,0
2026-02-23T07:17:32,0
2026-02-23T07:27:30,0
2026-02-23T07:37:28,0
2026-02-23T07:47:25,0
2026-02-23T07:57:23,0
2026-02-23T08:07:21,0
2026-02-23T08:17:18,0
2026-02-23T08:27:16,0
2026-02-23T08:37:14,0
2026-02-23T08:47:11,0
2026-02-23T08:57:08,0
2026-02-23T09:07:05,0
2026-02-23T09:17:03,0
2026-02-23T09:27:00,0
2026-02-23T09:36:56,0
2026-02-23T09:46:54,0
2026-02-23T09:56:51,0
2026-02-23T10:06:48,0
2026-02-23T10:16:46,0
2026-02-23T10:26:43,0
2026-02-23T10:36:42,0
2026-02-23T10:46:40,0
2026-02-23T10:56:36,0
2026-02-23T11:06:33,0
2026-02-23T11:16:30,0
2026-02-23T11:26:28,0
2026-02-23T11:36:24,0
2026-02-23T11:46:21,0
2026-02-23T11:56:18,0
2026-02-23T12:06:15,0
2026-02-23T12:16:12,0
2026-02-23T12:26:08,0
2026-02-23T12:36:06,0
2026-02-23T12:46:03,0
2026-02-23T12:56:01,0
2026-02-23T13:05:58,0
2026-02-23T13:15:55,0
2026-02-23T13:25:52,0
2026-02-23T13:35:49,0
2026-02-23T13:45:46,0
2026-02-23T13:55:44,0
2026-02-23T14:05:41,0
2026-02-23T14:15:37,0
2026-02-23T14:25:34,0
2026-02-23T14:35:31,0
2026-02-23T14:45:26,0
2026-02-23T14:55:25,0
2026-02-23T15:05:21,0
2026-02-23T15:15:16,0
2026-02-23T15:25:12,0
